0.03988	0.00000E+00	0.00000E+00	3.36831E+10	1.52747E-01	4.13315E-03
0.04028	0.00000E+00	0.00000E+00	2.90919E+10	1.53705E-01	4.24098E-03
0.04085	0.00000E+00	0.00000E+00	2.50371E+10	1.55103E-01	4.42867E-03
0.04174	0.00000E+00	0.00000E+00	2.14080E+10	1.57379E-01	4.80404E-03
0.04319	0.00000E+00	0.00000E+00	1.81490E+10	1.60973E-01	5.54681E-03
0.04576	0.00000E+00	0.00000E+00	1.51342E+10	1.66884E-01	7.13618E-03
0.05066	0.00000E+00	0.00000E+00	1.22830E+10	1.77067E-01	1.06024E-02
0.06041	0.00000E+00	0.00000E+00	9.56905E+09	1.94039E-01	1.79822E-02
0.07982	0.00000E+00	0.00000E+00	7.03926E+09	2.21753E-01	3.30852E-02
0.1167	0.00000E+00	0.00000E+00	4.84281E+09	2.63563E-01	6.15780E-02
0.1798	0.00000E+00	0.00000E+00	3.14977E+09	3.17634E-01	1.08620E-01
0.2718	0.00000E+00	0.00000E+00	1.99157E+09	3.73621E-01	1.73433E-01
0.3826	0.00000E+00	0.00000E+00	1.27906E+09	4.14513E-01	2.44994E-01
0.4935	0.00000E+00	0.00000E+00	8.71352E+08	4.29289E-01	3.08010E-01
0.5916	0.00000E+00	0.00000E+00	6.46664E+08	4.19705E-01	3.53894E-01
0.6734	0.00000E+00	0.00000E+00	5.27418E+08	3.93868E-01	3.82247E-01
0.7419	0.00000E+00	0.00000E+00	4.67369E+08	3.60882E-01	3.97062E-01
0.8009	0.00000E+00	0.00000E+00	4.41783E+08	3.26060E-01	4.02134E-01
0.8543	0.00000E+00	0.00000E+00	4.36648E+08	2.92356E-01	4.01335E-01
0.9048	0.00000E+00	0.00000E+00	4.44221E+08	2.61088E-01	3.96623E-01
0.9541	0.00000E+00	0.00000E+00	4.61965E+08	2.32695E-01	3.89155E-01
1.003	0.00000E+00	0.00000E+00	4.86533E+08	2.07217E-01	3.80051E-01
1.054	0.00000E+00	0.00000E+00	5.16749E+08	1.84494E-01	3.69827E-01
1.105	0.00000E+00	0.00000E+00	5.52913E+08	1.64208E-01	3.58846E-01
1.158	0.00000E+00	0.00000E+00	5.94316E+08	1.46198E-01	3.47425E-01
1.214	0.00000E+00	0.00000E+00	6.41353E+08	1.30184E-01	3.35684E-01
1.272	0.00000E+00	0.00000E+00	6.93653E+08	1.15968E-01	3.23864E-01
1.333	0.00000E+00	0.00000E+00	7.52124E+08	1.03349E-01	3.11923E-01
1.397	0.00000E+00	0.00000E+00	8.16556E+08	9.21674E-02	3.00103E-01
1.464	0.00000E+00	0.00000E+00	8.87571E+08	8.21839E-02	2.88322E-01
1.536	0.00000E+00	0.00000E+00	9.65618E+08	7.33585E-02	2.76662E-01
1.611	0.00000E+00	0.00000E+00	1.05073E+09	6.55714E-02	2.65161E-01
1.692	0.00000E+00	0.00000E+00	1.14322E+09	5.86229E-02	2.53820E-01
1.779	0.00000E+00	0.00000E+00	1.24426E+09	5.25130E-02	2.42678E-01
1.872	0.00000E+00	0.00000E+00	1.35430E+09	4.70820E-02	2.31696E-01
1.974	0.00000E+00	6.22208E-07	1.47128E+09	4.22900E-02	2.20914E-01
2.085	0.00000E+00	1.91153E-04	1.59653E+09	3.80490E-02	2.10292E-01
2.208	0.00000E+00	1.88466E-02	1.72922E+09	3.43271E-02	1.99989E-01
2.346	0.00000E+00	6.95137E-01	1.86754E+09	3.10685E-02	1.89686E-01
2.503	0.00000E+00	1.13690E+01	2.01042E+09	2.82492E-02	1.79583E-01
2.681	0.00000E+00	9.51241E+01	2.13803E+09	2.59011E-02	1.69839E-01
2.872	0.00000E+00	4.59388E+02	2.21447E+09	2.41600E-02	1.61093E-01
3.053	0.00000E+00	1.42532E+03	2.19156E+09	2.31696E-02	1.54145E-01
3.205	1.03974E-18	3.17022E+03	2.05932E+09	2.28661E-02	1.49313E-01
3.32	6.51031E-16	5.58893E+03	1.85782E+09	2.30139E-02	1.46398E-01
3.403	1.69905E-13	8.48529E+03	1.63889E+09	2.33533E-02	1.44800E-01
3.463	2.10622E-11	1.17264E+04	1.43071E+09	2.37127E-02	1.43922E-01
3.509	1.37815E-09	1.52694E+04	1.24588E+09	2.40082E-02	1.43442E-01
3.546	5.18852E-08	1.91354E+04	1.08557E+09	2.42119E-02	1.43083E-01
3.578	1.21000E-06	2.33789E+04	9.47721E+08	2.43237E-02	1.42803E-01
3.608	5.76167E-05	2.80589E+04	8.29220E+08	2.43557E-02	1.42444E-01
3.637	7.22787E-04	3.32809E+04	7.27457E+08	2.43197E-02	1.42125E-01
3.667	6.69794E-03	3.90938E+04	6.39521E+08	2.42359E-02	1.41685E-01
3.698	4.76628E-02	4.56130E+04	5.63149E+08	2.41121E-02	1.41246E-01
3.731	2.69494E-01	5.29143E+04	4.96671E+08	2.39603E-02	1.40727E-01
3.766	1.25221E+00	6.11244E+04	4.38341E+08	2.37846E-02	1.40128E-01
3.805	4.85612E+00	7.04172E+04	3.87736E+08	2.35929E-02	1.39489E-01
3.846	1.61670E+01	8.08533E+04	3.43155E+08	2.33893E-02	1.38810E-01
3.89	4.71531E+01	9.26182E+04	3.04031E+08	2.31736E-02	1.38091E-01
3.939	1.22552E+02	1.05871E+05	2.69523E+08	2.29500E-02	1.37293E-01
3.991	2.87586E+02	1.20824E+05	2.39181E+08	2.27224E-02	1.36494E-01
4.047	6.17616E+02	1.37516E+05	2.12275E+08	2.24947E-02	1.35655E-01
4.107	1.22728E+03	1.56099E+05	1.88407E+08	2.22671E-02	1.34817E-01
4.173	2.28165E+03	1.76758E+05	1.67298E+08	2.20515E-02	1.33898E-01
4.244	3.99327E+03	1.99411E+05	1.48416E+08	2.18478E-02	1.33020E-01
4.321	6.63493E+03	2.24151E+05	1.31690E+08	2.16601E-02	1.32181E-01
4.405	1.05320E+04	2.50949E+05	1.16671E+08	2.14964E-02	1.31303E-01
4.498	1.60634E+04	2.79870E+05	1.03381E+08	2.13486E-02	1.30464E-01
4.6	2.36274E+04	3.10667E+05	9.14230E+07	2.12248E-02	1.29705E-01
4.713	3.37022E+04	3.43420E+05	8.07669E+07	2.11210E-02	1.28907E-01
4.839	4.67649E+04	3.78260E+05	7.13035E+07	2.10332E-02	1.28068E-01
4.98	6.33423E+04	4.15041E+05	6.28674E+07	2.09613E-02	1.27269E-01
5.14	8.40036E+04	4.53984E+05	5.54018E+07	2.09014E-02	1.26471E-01
5.322	1.09345E+05	4.95023E+05	4.87583E+07	2.08495E-02	1.25712E-01
5.532	1.39997E+05	5.38106E+05	4.28665E+07	2.08015E-02	1.24993E-01
5.775	1.76637E+05	5.83711E+05	3.76743E+07	2.07536E-02	1.24434E-01
6.058	2.19849E+05	6.31314E+05	3.30790E+07	2.06977E-02	1.24075E-01
6.39	2.70501E+05	6.81557E+05	2.90240E+07	2.06338E-02	1.24194E-01
6.781	3.29010E+05	7.33540E+05	2.54438E+07	2.05500E-02	1.24953E-01
7.243	3.96056E+05	7.88021E+05	2.22946E+07	2.04382E-02	1.26510E-01
7.791	4.72090E+05	8.44153E+05	1.95249E+07	2.02904E-02	1.29186E-01
8.44	5.57297E+05	9.01603E+05	1.70895E+07	2.00867E-02	1.33139E-01
9.206	6.52257E+05	9.59845E+05	1.49651E+07	1.98232E-02	1.38411E-01
10.11	7.55701E+05	1.01806E+06	1.31039E+07	1.94837E-02	1.45080E-01
11.17	8.68668E+05	1.07575E+06	1.14928E+07	1.90485E-02	1.53066E-01
12.42	9.89083E+05	1.13085E+06	1.00849E+07	1.85333E-02	1.62371E-01
13.87	1.11743E+06	1.18354E+06	8.86489E+06	1.79303E-02	1.72914E-01
15.57	1.25161E+06	1.23196E+06	7.81095E+06	1.72514E-02	1.84574E-01
17.54	1.38950E+06	1.27384E+06	6.88848E+06	1.65166E-02	1.97353E-01
19.83	1.53082E+06	1.30955E+06	6.08993E+06	1.57419E-02	2.11290E-01
22.51	1.67286E+06	1.33675E+06	5.39055E+06	1.49433E-02	2.26465E-01
25.62	1.81252E+06	1.35368E+06	4.77855E+06	1.41446E-02	2.43157E-01
29.26	1.94768E+06	1.36003E+06	4.24065E+06	1.33539E-02	2.61407E-01
33.54	2.07454E+06	1.35414E+06	3.76755E+06	1.25951E-02	2.81973E-01
38.6	2.19111E+06	1.33570E+06	3.34673E+06	1.18723E-02	3.05374E-01
44.62	2.29321E+06	1.30392E+06	2.97338E+06	1.12014E-02	3.32609E-01
51.86	2.37569E+06	1.25916E+06	2.63998E+06	1.05825E-02	3.64796E-01
60.65	2.43658E+06	1.20142E+06	2.34159E+06	1.00234E-02	4.03731E-01
71.42	2.47000E+06	1.13129E+06	2.07403E+06	9.52423E-03	4.52051E-01
84.82	2.47333E+06	1.05012E+06	1.83190E+06	9.08895E-03	5.12751E-01
